,Title,Link,Content
71,For Each command,"https://wiki.genexus.com//commwiki/wiki?24744,For+Each+command","Retrieves a dataset from the database. When used in Procedure objects, besides reading the database, it can also be used to update it.
Syntax
For each [<BaseTrn1>|<BaseTrn.Level1>,...,<BaseTrnN>|<BaseTrn.LevelN>]
         [SKIP <NumericExpression> COUNT <NumericExpression>]
         [order <Att1>,...,<AttN> [when <Condition>]]...
         [order none [when <Condition>]]...
         [using <DataSelectorName>([<parm1>,...,<parmN>])]...
         [unique <Att1>,...,<AttN>]...
         [where <Condition> [when <Constraint>]]...
         [where [not] <Att> in <DataSelectorName>([<parm1>,...,<parmN>])]...
         [blocking <NumericExpression>]
                   <MainCode>
         [When duplicate
                   [<CodeWhenDuplicate>]]
         [When none
                   [<CodeWhenNone>]]
Endfor
View Syntax conventions
Where:

BaseTrn1|BaseTrn.Level1, ..., BaseTrnN|BaseTrn.LevelN
     Is a Transaction or Transaction.Level name (or several separated by commas) to be used as the base table for the For Each navigation. See more on Base Transaction clause.
SKIP
 Determines the number of records omitted from the output. Skip takes positive values.
NumericExpression
     Specifies the number of records in each block.
COUNT
Determines the number of records that will go to the output. If Count takes the value 0 or less, it means no limit.
order
     Allows indicating the order in which the query will be returned. As the syntax indicates, you can write many conditional order clauses.
Att1,...,AttN
     It is a list of attributes separated by a comma. Each mentioned attribute must be a knowledge base attribute that may be written with or without round brackets. When an order attribute appears between round brackets, it indicates a descending order for this attribute.
when
     Specifies when the condition for data retrieval or the order of data displayed will be used.
Condition
      Specifies any valid logical expression that conditions the data retrieval. It can be a compound condition, using 'and', 'or' and 'not' logical operators.
Order None clause
       For cases in which you are not interested in a particular order and want it to remain undefined.
using
 Allows ordering and filtering according to the criteria set out in the Data selector specified by its name DataSelectorName.
DataSelectorName
     Is the name of the Data Selector.
parm1, …, parmN
     Are variables defined in the called object or attributes.
Unique
 Returns only those records where the set of values of the referred attributes is unique.
where
 Allows indicating a list of conditions that must be matched by the data in order to be processed within the For each (inside the MainCode). The conditions are boolean expressions, simple ones or very complex nested ones.
Constraint
 Is a condition that specifies when the where clause will apply.
Att
It is an attribute that must belong to the extended table of the Data Selector base table.
blocking
Available in Procedures (when updating/deleting). It indicates the number of records that will constitute a database block, when you are updating or deleting, in order to reduce the number of roundtrips to the DBMS.
MainCode
It is the list of commands.
CodeWhenDuplicate
Available in Procedures, when inside MainCode certain attribute is updated (overwritten) and there exists a unique index for it. When you intend to overwrite the record with a previously existing value, this code will be executed instead of MainCode for that record. See more on When duplicate clause.
CodeWhenNone
When there is no data meeting the filter conditions, the MainCode commands will not be executed; the CodeWhenNone commands will be executed instead. See more on When None Clause.
Note: Even though the Defined By Clause from previous versions of GeneXus (located between ConditionList and BlockingGroup in syntax) is allowed, it becomes meaningless against the Base Transaction clause.
Description
Throughout any application, you may need to retrieve information from the database in a procedural way.
For this, GeneXus offers the For Each command to be used to get a dataset from the database. When used in Procedures, besides reading the database, it can also be used in order to update it.
You can define For each commands in:
Procedure Sources
Web Panels, Work Panels or Panels Events
Subroutines
Within a For each command you can define the information you want to read (also write if inside a Procedure object).
Samples
Consider the following Transaction objects:
Customer
{
   CustomerId*
   CustomerName
   CustomerAddress
   CustomerPhone
   CustomerEmail
   CountryId
   CountryName   
}

Country
{
   CountryId*
   CountryName
}
Suppose you want to display some information about the customers. To do so, you can define the following Procedure Source:
For each Customer   //Customer is the name of the Transaction. So, Customer is the Base Trn of the For each.
    Print Customers 
Endfor
""Customers"" is the name of the following printBlock defined in the Procedure Layout:

With this For each command (which contains a Print command to show customers data) you are indicating you want to query the Customer table as the Base table and its Extended table to display the code, name and country of each customer in the database.
Every time there is a For each command, you are specifying that you want to get some information from the database and for each record retrieved you want to do something with the associated information (for example: print it).
Base table
So, all for each command by default will navigate one table, which is known as the For each Base table. It is the table associated to the Base Transaction. A special case arises when using more than one base trn.
In the example above, the For each Base table to be navigated is CUSTOMER. And for each navigated customer, his/her country is obtained from the COUNTRY table.

For any For each command, GeneXus will navigate a Base table, but can access all tables that belong to the Extended table of that base table, in order to get the necessary information. That is why in the example above the base table is CUSTOMER, but for each customer GeneXus can get its related country (because the COUNTRY table is included in the CUSTOMER's extended table).
Extended table
Although you can specify a Base Transaction starting point for the search (it is strongly recommended to do so), it is not mandatory:
When a base Base Transaction is specified, the Base table is directly determined. All attributes mentioned within the For each command code (including the attributes mentioned within the invoked print blocks), will have to belong to the corresponding extended table. If not, warnings will be displayed for each attribute not reachable from the Base table through the Extended table (""Att is not instantiated in group..."").
When not: considering the attributes defined inside the For each (including those mentioned within the invoked print blocks), GeneXus will find out how to retrieve them. How? Finding the least extended table that has all of them, and the base table of that extended table is the one chosen by GeneXus as the For each base table. You don’t need to define which tables they must be obtained from, nor the indexes that must be used to access them. We define which attributes are needed and GeneXus will find out how to retrieve them.
Specifying the Base Transaction, however, it is easier for GeneXus to understand what you want (and make it faster), and for you to be sure you have been clear and on control.
Optimizations
The boolean expressions in the where clause constraint the obtained dataset. However, there is a great difference between a full scan table access and an index-optimized random access.
By applying some rules of logic, GeneXus determines whether the order clause (or the primary key order) is compatible with the where boolean expression(s), optimizing the access to the table by using indexes and not doing a full table scan.
This is obviously the desired behavior whenever possible.
See Conditional Orders and Filters for further information.
Native Mobile and Angular applications
This command can be used when developing applications for Native Mobile Generators or Angular but with some considerations. It can only be used in Work With pattern and Work With object and Panel object and only in the System Native Mobile Applications Events, this means Start, Refresh and Load events.
See Also
Nested For Each commands
Videos
Introduction to For each command to access the database
 More on nested For eachs. Cases and navigation
 Syntax of the For each command
 Updating with procedure-specific commands. Introduction
"
72,Order clause,"https://wiki.genexus.com//commwiki/wiki?6075,Order+clause","Indicates the order in which the query will be returned. It applies to For Each command, Data provider groups, Data Selectors and grids.
Syntax
order <att1>, ..., <attN> [ when <Condition>] | {order none [ when <Condition>]...
Where:
att1, ..., attN
It is a list of attributes separated by a comma; each mentioned attribute must be a knowledge base attribute that may be written with or without round brackets. When an order attribute appears between round brackets, it indicates a descending order for this attribute.
Here you can mention extended table attributes and formula attributes. However, if you're working in a centralized platform you can only use the attributes stored in the for each Base Table. Formula attributes need to be evaluated in the server.
Condition
For centralized platforms, you can specify one order clause at the most, with no condition ('when'). For client/server platforms, you can define several conditional order clauses, and one unconditional order clause, which should be the last one listed; the reason for this is that as only one of these order clauses will take effect, their conditions (the when conditions) are evaluated one by one until the first True one is reached, which is the one that will be chosen. If none of them are found to be True and there is an unconditional clause (that is, one without a 'when'), the order taken will be that of the unconditional clause. If there is no such clause, the order will be undefined, which means that it will depend on the platform, and it may even vary from one execution to the next. The reason for writing conditional order clauses is motivated by query optimization.
order none
For cases in which you are not interested in a particular order and want it to remain undefined.
Do Order clauses determine the exact order really used by the DBMS in order to solve the query?
The final order that will be generated could be slightly different from that specified by the user because other considerations are taken into account by the GeneXus Specifier in order to optimize the database access.
Basically, the following information is considered to generate the order clause (the low level specification in the code):
Attributes of the order clause specified by the user.
Restrictions that apply to the level: attributes instanced by parameter, attributes instanced in the context (such as higher level for eachs, groups, grids), explicit conditions (such as 'where' conditions when for eachs or groups, or 'conditions' properties when grids or data selectors or 'conditions' selector when general conditions).
Existence of indexes on such attributes.
In summary, with the order clause, you indicate the order in which you want the records to be processed and retrieved, and they will. But to perform the actual processing, the Specifier could alter that clause, supplemented with contextual info (if there exists defined indexes, conditions for equality, etc) in order to be more performant, although DBMS itself ends up being the one who decides the execution plan. Nevertheless, it is important to understand the data will be retrieved in the explicit order. See the Order Clause Specification for more details.
Centralized Platforms
The above considerations do not necessarily apply to centralized platforms. In those cases, GeneXus searches for an index in the level's base table considering the attribute list. If it does not exist, a temporary index will be created every time the program is executed. As temporary index creation may be too slow in some cases, this is when the creation of a user index is recommended.
If no order is specified:
If level is nested into another level: GeneXus will try to find the index that matches all outer orders, optimizing performance.
Otherwise: the Primary Key of the Base Table will be chosen.
Note: Since GeneXus X Evolution 3 Help, the keyword ""order"" cannot be ommited in the order clause. See Base Transaction in For Each command for more information.
Videos
How to process grouped information
"
73,Where clause,"https://wiki.genexus.com//commwiki/wiki?8578,Where+clause","Indicates a list of conditions that must be matched by the data in order to be processed within the level —For Each command or Data Provider Group statement—. The conditions are boolean expressions, simples or very complex nested ones.
It is possible to specify more than one Where clause. In this case, the conditions are evaluated as if they were separated by an 'and' operator.
Syntax
{where   
{<condition> [when <constraint>]}  |  


 
{ [not]<attribute> in <DataSelectorName>( [<parameterList>]) }}...

Where:
<condition>
specifies any valid logical expression to condition the data retrieval. It can be a compound condition, using 'and', 'or' and 'not' logical operators.
Those attributes appearing in the boolean condition may be either from the for each Base Table or from its Extended Table. In some cases, attributes that do not belong to the extended table can be included. See Filters As Hint for more details.
The occurrence of n where clauses is equivalent to the occurrence of only one where clause, with the boolean conjunction of the conditions.
<condition> ::= 

[not] <condition> [ {or | and} <condition>]


 
[(] <condition> [)]


 
<relationalExpr>


 
<stringExpr> like <stringExpr>


 
<booleanFunctionExpr>
<relationalExpr> ::= 

<expr> [ {> | >= | = | < | <=} <expr> ]


 

<expr> is an expression. If used for comparison, its datatype has to allow comparison (i.e. numeric, character, etc.). It can also be an aggregate formula (inline) (i. e: count, sum, min, max, average).
<booleanFunctionExpr> ::= 

True | False | <bool_attribute> | <bool_variable> | <bool_function>( <expr> ) | <bool_proc>}( [<parametersList>] )


 

<bool_attribute>, <bool_variable> are attribute/variable of a Boolean datatype, respectively. 
<bool_fuction> is a function returning a boolean result (True or False). <expr> is an expresion of the datatype required by <bool_function>. 
<bool_proc> is a user-defined Procedure that returns a boolean value.

<constraint>
is a <condition> that specifies when the where clause will apply. In client/server platforms, the When clause of each where clause is first evaluated, and if its condition is met, the filter specified by the where clause will be applied. See more about When clause.
[not]<attribute> in <DataSelectorName>( [<parameterList>])
The Data Selector object determines a query itself. This means that a SELECT sentence will be generated for the Data selector definition, which will be a different and independent SELECT from the level one—For Each command or Data Provider Group statement—. Thus, it will return a collection of values corresponding to the same definition as the <attribute>. This <attribute> must belong to the extended table of the Data Selector base table. See more: Data Selectors in For Each command.
Conditions as properties
The same concept but with a slightly different syntax (for example, without the 'where' keyword) applies to Data Selectors, as well as 'Conditions' section of Web panels, Panel object and Work With pattern and Work With object, as well as grid 'Conditions' property.
Optimization
<Condition> in the where clause constraints the dataset that is obtained. However, more than that is meant here. There is a great difference between a full scan table access and an index-optimized random access. If applying some rules of logic, GeneXus determines that the order clause (or the primary key order) is compatible with the where condition(s), it optimizes the access to the table using indices and not doing a full table scan. This is obviously the desired behavior whenever possible.
The conditions that can be optimized are the ones that use the operators: '>', '>=', '=', '<' and '<='.
If the Where condition is optimized, it will appear as ""Navigation Filter"" in the Navigation report. Otherwise, it will appear as ""Constraint"".
Be sure that the conditions used in the where clause respect type definitions. If this is not the case, an error message indicating a type mismatch will be displayed.
See more about Conditional Orders and Filters.
Examples
1. Suppose you need to print the customer names for those customers who were born in a certain country and after a certain date.
For Each Customer
Where CountryId = &CountryId
Where CustomerBirthDate.year() >= &youngDate
    print youngCustomer //printblock with: CustomerName
EndFor
Note the code is valid only as of GeneXus X Evolution 3 because you have included the Base Transaction clause in order to specify the base table. Remember this is not mandatory, and you could not include it. In such a case, the code will be valid for previous GeneXus versions.
CountryId, CustomerBirthDate, and CustomerName belongs to CUSTOMER extended table. Note you have not specified an order. This will affect the performance as you can see in Conditional Orders and Filters.
2. Now suppose &CountryId is set by the end-user, by means of a web panel, for instance. As the user can let the variable empty, you need the filter will not be applied in that case:
for each Customer
where CountryId = &CountryId when not &CountryId.lsEmpty()
where CustomerBirthDate.year() >= &youngDate
    print youngCustomer // printblock with: CustomerName
endfor
3. If you need in several objects to filter the young customers of a certain country, probably you would have created a Data selector in order to define that query:

Thus, the previous for each would be:
for each Customer
where CustomerId in YoungCustomer( &CountryId, &youngDate )
   print youngCustomer // printblock with: CustomerName
endfor
4. Finally, you need to print the countries for which you have more than one hundred customers:
for each Country
where Count( CustomerName ) > 100
   print countryInfo //printblock with: CountryName
endfor
Note the For each base table is now COUNTRY.
Scope
Commands: For Each command, Xfor Each command, Xfor First command, Data Provider Group statement
See Also
Conditional Orders and Filters







"
74,Defined By Clause,"https://wiki.genexus.com//commwiki/wiki?8358,Defined+By+Clause","Defines the Base Table of the related command or statement.
Appears to solve some problems of ambiguity in the determination of the base table (when there are several minimum extended tables containing the command attributes) or when you want another Base Table, different from the one that would be determined by the attributes appearing in the rest of the command. It is also used to improve the specification time of complex reports; however, an indiscriminate use is not recommended. The disadvantage of using this clause when it isn’t necessary is that it ties the code a little more to the design of the Tables.
Syntax
Defined by <Att1,...,AttN>
Where:
Att1,...,AttN 
     List of attributes to determine the related Base Table.
Description
This command allows the user to define the Base Table of a For Each command, New command or Data Provider group explicitly. When defining Procedures/Reports/Work Panel, it is usual for attributes in commands to determine the Base Table. Sometimes, commands within the command do not determine exactly the Base Table (i.e. more than one table can be the Base Table), so it is necessary to declare it explicitly using this command. The attribute list will determine the base table with higher priority.
Notes:
This clause can only be specified immediately after a For each, Where, or other Defined by command.
The use of the 'Defined by' clause remarkably improves the program specification time, especially in large applications and in For Each or Data Provider groups with large extended tables.
See Some considerations on the Defined by clause in For each or Data Provider.
Scope
Commands: For Each command, Data Provider group
See Also
For Each command
Where clause
"
75,When None Clause,"https://wiki.genexus.com//commwiki/wiki?8603,When+None+Clause","Specifies the code to be executed when a For Each command or Xfor Each does not filter any record.
Syntax
When None
         <CodeWhenNone>
Description
It is often necessary to execute a certain code when a For Each or Xfor Each does not filter any record.
To simplify the logic of the For Each and to provide more programming clarity, the command When None can be used.
Note:
It is important to clarify that if For Eachs are included within a When None, neither joins nor any type of filter will be inferred with respect to the For Each that includes the When None command.
Example
Use of this clause is in the numbering procedure
For each
    where NumCode = &code
           &LastNum = LastNum + 1
           LastNum = &LastNum
    when none
           &LastNum = 1
           New 
                  NumCode = &code
                  LastNum = &LastNum
           EndNew
EndFor
In this example, you update the last number for the document specified by &code, If the record does not exist, you insert it in the table.
Scope
Commands: For each command (XEv2, XEv3), XFor Each, XFor First
See Also
For Each command - For Each command (XEv3)
XFor Each Command
XFor First Command








"
76,Structured Data Type,"https://wiki.genexus.com//commwiki/wiki?6286,Category%3AStructured+Data+Type","Largely known as Record, Struct or Structure in most programming languages, this GeneXus object allows you to define complex data structures. An SDT represents data with structures made up of several elements, such as a Customer struct.
SDTs make it easy to transfer parameters (more specifically, they allow you to provide/use structured information when using web services), they simplify XML automatic reading and writing, and make it possible to manage lists of elements of variable length.
See Also
Structured Data Type (SDT) object









"
77,Structured Data Type (SDT) object,"https://wiki.genexus.com//commwiki/wiki?10021,Category%3AStructured+Data+Type+%28SDT%29+object","Defines a compound data type that groups fields of other data types and collections.
Description
Largely known as Record, Struct, or Structure in most programming languages, GeneXus offers the Structured Data Type (SDT) object to allow defining compound data types.
A Structured Data Type (SDT) object represents data whose structure is made up of several members.
After creating an SDT object, you are ready to define its structure:

Also, instead of starting to define the SDT’s members one by one, you can drag a Transaction (in the example, the Customer Transaction) from the KB Explorer and drop it on the SDT structure. Thus, you obtain in the SDT structure the members automatically created with the same names as the attributes in the Customer Transaction with their data types:

You can define only variables based on SDTs. On the other hand, you cannot define attributes based on SDTs because attributes may only store simple data.
When defining a member in an SDT design, you must specify the Name property identifying the member; therefore, there cannot be two members with the same name. The Data Type property allows selecting among the following data types:
GeneXus Basic data types (Numeric, Character, Date, etc.)
GeneXus Domains
Another already defined SDT
The IsCollection checkbox allows you to define whether the member has multiple (several) instances or not.
See Also
Structured Data Type Properties
Structured Data Type methods
Structured Data Type editor
XML Information Properties (SDT)
Videos
Structured Data Types
"
78,Structured Data Type editor,"https://wiki.genexus.com//commwiki/wiki?6365,Structured+Data+Type+editor","How and where do you define the structure of a Structured Data Type (SDT) object?
By using the SDT Editor.
While creating a Structured Data Type (SDT) object, you may define a multilevel structure, similar to the Transaction's structure. Each level can have one or more members. These members may be classified into:
Simple Elements
Compound Elements (also composed of other elements).
In this article you will find:
Simple ElementsXML PropertiesCompound ElementsDifferent Actions over Each Kind of ElementCollectionSubstructureMemberExamples of SDT Serialization to XMLDefining a Collection Based on Any Data TypeSee AlsoVideos
Simple Elements
While defining a member in a Structured Data Type (SDT) object design, you must specify the following:
Name property: to identify the member. There cannot be two elements defined with the same name.
Data Type property: you may select between GeneXus basic types (Numeric, Character, etc), Domains, or another already defined SDT.
Is Collection property: to indicate whether the element has multiple instances (it can be repeated) or not. It has two possible values: True or False.
Look at the following image:

XML Properties
While working with SDTs you can define some properties related to each kind of element, in order to have control over the SDT serialization to different formats, such as XML. When working with a simple element (a member) you will see the following XML properties:
XmlType
XML Namespace
These properties allow you to have control over the XML that will be generated.

XmlType Property
This property may have one of the following values:
Element: This is the default value. The element (member) will be serialized as an XML Element.
Attribute: The member will appear as an XML attribute but in the last level of the parent element.
CData: The member will be serialized as an element with a CDATA. It is usually used with values that contain XML.
Value: The member will be the Value of the parent Element.
XML Namespace property
Compound Elements
They are those elements defining a new element group, a new collection, or a group of simple elements.
Different bullets, in the editor, identify the compound elements:
Identifies a member in an SDT
Identifies a collection
Identifies a structure, a group of simple elements
Compound elements have the same properties as simple elements, but the Data Type property is not enabled.
In the following example you can see a Structured Data Type named Customers with some simple and compound elements:

Now look at the corresponding Properties windows:

When a substructure defines a collection, besides the data type created with the SDT name, there will be another data type created with Name.SubstructureName, and they will be selectable as data types in any variable definition. This means that the two data types will be created. Following the example, while defining variables in a procedure, you may see:

Stop and take a look again at the image of the Collection properties window. Can you see the Collection Serialization property?

The purpose of this property is to help solve the problem of how to serialize a collection. Its possible values are:
Wrapped: Default value. Includes the collection start/end tag.
Sequence: Will serialize as a plain sequence of collection elements.
Different Actions over Each Kind of Element
As with any other editor, the SDT editor allows you to define actions over each kind of element by right-clicking on:
Structured Data Type
Collection
Member
Drag and drop: You can select a Transaction from the Folder View and drop it into the SDT structure. The Transaction structure will be added to the SDT structure.
Structured Data Type
By right-clicking on a Structured Data Type you will see the following secondary menu:

Insert Member: This allows you to insert a new member to the SDT structure.
References: Displays which objects refer to the Structured Data Type (SDT) object.
History: Displays all modifications that were done to the Structured Data Type (SDT) object (version, name, date, user).
Properties: Displays the Properties window.
Locate in Folder View: This shows you where the Structured Data Type (SDT) object is located within the Folder View / KB Explorer.

Note: When you need to insert a new member in the structure, you may use the corresponding option in this secondary menu shown above, or you may also drag the attribute to the structure. Look at the following image:

Another method for inserting members in the SDT structure is to use the Insert Menu from the GeneXus main toolbar.
The available menu options are :
Insert Attribute: inserts a member with the same name and with type based on the selected attribute
Insert Domain: inserts a member with the same name and with type based on the selected domain
Insert Object (only Transactions can be selected): inserts one member for each attribute in the Transaction structure, with the same name and type based on it. Note: If the description of an attribute of the Transaction changes, it also changes in the SDT structure (as since GeneXus 15 upgrade 3).
If the focus is on the SDT structure root, the new members added with the Insert menu will be placed on the end of the structure, if the focus is on one existing member, the new member will be added immediately after the selected one.
Collection
By right-clicking on a Collection you will see the following secondary menu:

Delete: Deletes the Collection.
Move Items Up: Moves the Collection up in the SDT structure.
Move Items Down: Moves the Collection down in the SDT structure.
Indent: Adds the selected collection under a new collection.
Unindent: Takes the selected collection away from its container collection.
Insert Member: This allows you to insert a new member to the collection.
Insert Sibling Substructure: This allows you to define a substructure under the SDT structure (under Customers, in the example above).
Properties: Displays the Properties window.
Substructure
By right-clicking on a Substructure you will see a secondary menu quite similar to the Collection menu:

Member
By right-clicking on a Member you will see a secondary menu quite similar to the Collection menu:

Examples of SDT Serialization to XML
1) Suppose that you have the following SDT:

You want to generate the following XML:
Richard Smith
So, you will need to set the following values to the corresponding properties:
XmlType property in Id member: attribute
XmlType property in Name member: value
2) Suppose that you have now defined an SDT like the one below:

The collection may be serialized as follows:
<Country>
       <Cities>
            <CityName>Montevideo</CityName>
            <CityName>Rocha</CityName>
            ...
        </Cities>
</Country>
In this case, the Collection Serialization property must be specified as Wrapped
Or as:
<Country>
    <CityName>Montevideo</CityName>
    <CityName>Rocha</CityName>
     ...
</Country>
In this case, the Collection Serialization property must be specified as Sequence
Defining a Collection Based on Any Data Type
By working with the SDT Editor, you may define collections as shown in the following image:

However, you will not be able to define a collection based on any Data Type (Numeric, Character, another SDT data type, BC, etc). In order to solve this situation, you must work with Collection Domains, or you may even define a Collection Variable based on the corresponding Data Type, as shown below.

See Also
Recursive SDTs Implementing SDT Collections
Videos
Compound data types
 Loading Compound Data Types (SDT) using Data Providers

"
79,Business Component,"https://wiki.genexus.com//commwiki/wiki?5846,Table+of+contents%3ABusiness+Component","The Business Component (BC) concept provides a way to use all the power of a Transaction object from other GeneXus objects.
It allows updating the database from any object, executing Transactions in a 'silent' mode (without showing its forms) but taking advantage of all the benefits offered by them!
Most important benefits
Database update guaranteeing data integrity
Less coding: The business logic defined in the Transaction is reused (rules and formulas are triggered, etc.)
All GeneXus objects can update the database: For example in a Web Panel object the only way to update directly the database (without calling a Procedure object) is using the business component concept.
Rest: A Business Component may be exposed as a Rest web service.
SOA interface: A Business Component may be defined as a SOAP web service, allowing updates via SOAP.
EJB: A Business Component can be defined as a Enterprise Java Bean so you can execute it in an EJB Container of any J2EE Server.
Business Component definition
Every Transaction offers the Business Component property to define it as a Business Component.
See Also
DB update using two-level business components
Videos
Data Population using Business Components and Data Providers
 Database Update Using Business Components
 Database Update Using Business Components – Example"
80,Transactional Integrity,"https://wiki.genexus.com//commwiki/wiki?45612,Transactional+Integrity","A set of the database’s updating has Transactional Integrity when, in case of an abnormal ending, the database remains consistent.
See Also
Logical Unit of Work (LUW)



"
81,Logical Unit of Work (LUW),"https://wiki.genexus.com//commwiki/wiki?7963,Logical+Unit+of+Work+%28LUW%29","A Logical Unit of Work (LUW) is a set of operations to the database that must be all or none of them executed.

The set of updates that defines a Logical Unit of Work ensures the database’s integrity at a logical level.

The DBMS is responsible for implementing the mechanisms for maintaining the Transactional Integrity, and the programs must indicate when the LUW begins and ends.
Example: Suppose there is an Invoices Transaction object consisting of two levels: header and lines. At the logical level, the entire Transaction object is a Logical Unit of Work (LUW) that includes the header as well as the lines, because if a failure occurs, the header should not be recorded without lines or the lines without a header.
Logical Units of Work (LUW) in GeneXus
Transaction objects: The Logical Unit of Work’s scope is defined, by default, as the entire Transaction. There is an implicit Commit at the end of the source generated by GeneXus that is executed after each Transaction instance (after recording the record that corresponds to the header and after recording all the records that correspond to the lines).
Procedure objects: The Logical Unit of Work’s scope is defined, by default, as the entire program. At the end of the source generated by GeneXus, a Commit is included.
A different scope can be defined by using the Commit command and Rollback command at any point in the program.
When do you need to use the Commit command for defining a different scope? For example, when you are managing a large volume of data and want to define smaller transactions in order to perform a commit after a certain number of records is processed.
See Also
Commit on exit Property


"
82,Data Provider object,"https://wiki.genexus.com//commwiki/wiki?5270,Category%3AData+Provider+object","Loads data in a hierarchical structure (from databases, services, fixed values, etc.).
Description
Applications increasingly need to interact by exchanging data. From an application in a travel agency, ticket requests have to be sent to an airline containing the passengers' information; from another application, a Google service has to be used or merely exchange structured data within the application itself.
In this scenario, handling structured data becomes essential. The format used to represent them is not and will not be homogeneous. While XML is the most widely used format today, other formats are emerging, such as JSON to lighten the transfer, and we don't know what the future holds.
A Data Provider is a 'declarative procedure' used to obtain data in a hierarchical structure, with maximum clarity and minimum effort. How? By making the intention clear, that is to say, the output. Then, by simply indicating the desired format of the output.

Anything that can be done with a Data Provider can also be done with a Procedure. Both can be seen as processes where there is an Input, a Transformation, and an Output. The difference between them is that in a regular Procedure the focus is on the Transformation language. Meanwhile, in a Data Provider, the focus is on the Output language.

For example, if the process consists of reading all customers (Input) and writing an XML file with them (Output), the Procedure is as follows:
&XmlWriter.Open(...)
&XmlWriter.WriteStartElement('Clients')
For Each
   &XmlWriter.WriteStartElement('Client')
      &XmlWriter.WriteElement('Code', CustomerId.ToString())
      &XmlWriter.WriteElement('Name', CustomerName)
   &XmlWrite.EndElement()
Endfor
&XmlWriter.EndElement()
&XmlWriter.Close()
&XmlWriter is a variable of the GeneXus XMLWriter data type.
Here is not so easy to quickly 'see' the procedure output. Indeed, it is confusingly embedded inside the code written to obtain it.
Instead, the Data Provider shows clearly the intention:
Clients
{
     Client
     {
          Code = CustomerId
          Name = CustomerName
     }
}
Then, through the ToXML method, the output could be easily converted into the equivalent XML format:
<Clients>
   <Client>
      <Code>1</Code>
      <Name>John Smith</Name>
   </Client>
   <Client>
      <Code>2</Code>
      <Name>Jennifer Lopez</Name>
   </Client>
   ...
</Clients>
The way GeneXus implements hierarchical structures is the Structured Data Type (SDT) object. You can see this example fully implemented.
As you can see, a Data Provider is easier to write and understand, so some tasks will be easier to do with Data Providers than with regular Procedures. Which are they? Those that return structured data. For example:
Writing XML files, like Web Services and RSS feeds.
Filling SDTs, like the one used to bind with User Controls, GXchart or TabbedView Web Component.
Filling the structure of BCs, that can be returned in a collection variable and then, going through it, saving in the Database.
Examples
Before going into a more formal definition, it can be helpful to present some samples:
Sample 1: Listing today's Invoices ordered by the amount
Invoices
{
  Date = today()
  Invoice Order InvoiceAmount
  Where InvoiceDate = today()
  { 
    Id = InvoiceId 
    CustomerId = CustomerId
    CustomerName = CustomerName
    Amount = InvoiceAmount
    Product
    { 
      Id = ProductId
      DetailQuantity = InvoiceDetailQuantity 
      DetailAmount = InvoiceDetailAmount 
    } 
  }
}
The output will be an SDT with today's date and a collection of items representing those invoices with InvoiceDate = today().
Sample 2: System Constants
ChartConstants
{
  ChartServer = 'http://www.gxchart.com/drawchart.asp'
  ChartParameters = '...'
}
Another example in the same area is loading the Tabs SDT needed by the TabbedView Web Component:
LoadTabs parm(&CustomerId)
Tabs
{
  Tab
  {
    Code = 'General'
    WebComponent = link(WCustomerGeneral, &CustomerId)
  }
  Tab
  {
    Code = 'Invoices'
    WebComponent = link(WCustomerInvoices, &CustomerId)
  }
}
(see here for more details).
Sample 3: RSS feed with today's Invoices
rss
{
  version = ""2.0""
  channel
  {
    title = ""Today's Invoices""
    link = link(ViewTodayInvoices)
    item where InvoiceDate = today()
    {
      title = format('Invoice %1', InvoiceId)
      link = link(ViewInvoice, InvoiceId)
      description = format('Invoice %1 for customer %2, amount %3', InvoiceId, CustomerName, InvoiceAmount)
      author = 'system'
      pubDate = today()
    }
  }
}
Now that you understand the spirit of Data Providers, take a look at:
Data Provider language
Data Provider: Input
Data Provider: Output
Using Data Providers in Other GX Objects
Expose a Data Provider as Web Service
Recursive Data Providers
And at the following examples and use cases:
Example: step by step 'CustomersProvider' Data Provider
Data Provider Use Case: TabbedView usage
Data Provider Use Case: sales invoice into accounting
Example: Data Provider Break
Data Providers go a step further in 'declaring' instead of 'programming'. The big advantage: the underlying implementation can be changed, and the Data Provider will remain valid. More on Data Providers philosophy.
Videos
Compound data types
 Loading Structured Data Types (SDTs) using Data Providers
"
83,Language,"https://wiki.genexus.com//commwiki/wiki?5309,Table+of+contents%3AData+Provider+language","The language used in Data Providers can be defined as output-based declarative language. It has three main components: Groups, Elements, and Variables. For example:
Customers    // this is a Group
{
   &StartTime = now()  // this is a Variable
   Customer  // this is a Group
   {
      Code = CustomerId    // this is an Element
      Name = CustomerName  // this is an Element
   }
}
'Customers' and 'Customer' are Groups, 'Code' and 'Name' are Elements, and '&StartTime' is a variable.
This example follows the syntax conventions of the three components of Data Providers: Groups, Subgroups, Variables and Elements.
Remember that the output will be hierarchical data, loaded in an SDT or BC that is specified in the Output property. The hierarchical structure that is obtained with the names of groups and elements must exactly match this structure."
